user_id,name
52262,author52262
52282,author52282
52283,author52283
52306,author52306
52317,author52317
52377,author52377
52528,author52528
52543,author52543
52565,author52565
52621,author52621
52640,author52640
52652,author52652
52663,author52663
52733,author52733
53002,author53002
53123,author53123
53171,author53171
53286,author53286
53366,author53366
53368,author53368
53373,author53373
53425,author53425
53448,author53448
53495,author53495
53522,author53522
53609,author53609
53859,author53859
53932,author53932
54023,author54023
54067,author54067
54162,author54162
54243,author54243
54271,author54271
54572,author54572
54643,author54643
54678,author54678
54697,author54697
54885,author54885
55017,author55017
55056,author55056
55128,author55128
55166,author55166
55205,author55205
55221,author55221
55370,author55370
55380,author55380
55406,author55406
55523,author55523
55578,author55578
55589,author55589
55647,author55647
55690,author55690
55729,author55729
55756,author55756
55759,author55759
55773,author55773
55785,author55785
55818,author55818
55850,author55850
55882,author55882
55910,author55910
56002,author56002
56003,author56003
56061,author56061
56081,author56081
56084,author56084
56087,author56087
56112,author56112
56125,author56125
56130,author56130
56180,author56180
56181,author56181
56251,author56251
56353,author56353
56392,author56392
56447,author56447
56463,author56463
56498,author56498
56670,author56670
56970,author56970
56986,author56986
57003,author57003
57042,author57042
57089,author57089
57101,author57101
57222,author57222
57256,author57256
57400,author57400
57787,author57787
57828,author57828
57915,author57915
58038,author58038
58075,author58075
58104,author58104
58210,author58210
58217,author58217
58339,author58339
58407,author58407
58430,author58430
58469,author58469
58552,author58552
58619,author58619
58636,author58636
58762,author58762
58836,author58836
58852,author58852
58892,author58892
59064,author59064
59144,author59144
59199,author59199
59588,author59588
59686,author59686
59780,author59780
59879,author59879
59886,author59886
59921,author59921
60124,author60124
60231,author60231
60260,author60260
60504,author60504
60694,author60694
60716,author60716
60908,author60908
60989,author60989
60992,author60992
61121,author61121
61357,author61357
61525,author61525
61954,author61954
61995,author61995
62005,author62005
62043,author62043
62086,author62086
62191,author62191
62264,author62264
62545,author62545
62675,author62675
62832,author62832
63024,author63024
63026,author63026
63048,author63048
63070,author63070
63128,author63128
63927,author63927
64032,author64032
64154,author64154
64203,author64203
64322,author64322
64539,author64539
64583,author64583
64625,author64625
64631,author64631
64642,author64642
64667,author64667
64682,author64682
64683,author64683
64702,author64702
64780,author64780
64918,author64918
64934,author64934
65056,author65056
65197,author65197
65308,author65308
65414,author65414
65486,author65486
65510,author65510
65573,author65573
65631,author65631
65634,author65634
65720,author65720
65768,author65768
65803,author65803
65957,author65957
66246,author66246
66321,author66321
66448,author66448
66520,author66520
66549,author66549
66899,author66899
67026,author67026
67059,author67059
67103,author67103
67243,author67243
67270,author67270
67395,author67395
67403,author67403
67525,author67525
67614,author67614
67656,author67656
67719,author67719
67738,author67738
67835,author67835
68210,author68210
68460,author68460
68503,author68503
68526,author68526
68585,author68585
68588,author68588
68710,author68710
68715,author68715
68728,author68728
68884,author68884
68904,author68904
68928,author68928
68960,author68960
69161,author69161
69248,author69248
69838,author69838
69863,author69863
69927,author69927
69983,author69983
70073,author70073
70082,author70082
70793,author70793
70903,author70903
71029,author71029
71034,author71034
71324,author71324
71463,author71463
71613,author71613
71636,author71636
71639,author71639
72017,author72017
72093,author72093
72254,author72254
72386,author72386
72482,author72482
72978,author72978
73138,author73138
73706,author73706
73836,author73836
73904,author73904
73951,author73951
74281,author74281
74364,author74364
74603,author74603
74652,author74652
74736,author74736
74904,author74904
74987,author74987
75020,author75020
75227,author75227
75303,author75303
75407,author75407
75442,author75442
75449,author75449
75497,author75497
75681,author75681
75705,author75705
75726,author75726
76074,author76074
76463,author76463
76559,author76559
76951,author76951
77458,author77458
78128,author78128
78232,author78232
78249,author78249
78682,author78682
78808,author78808
78848,author78848
78917,author78917
78960,author78960
79180,author79180
79361,author79361
79466,author79466
79737,author79737
79816,author79816
79877,author79877
79888,author79888
80087,author80087
80353,author80353
80937,author80937
80980,author80980
80998,author80998
81177,author81177
81334,author81334
81611,author81611
81932,author81932
82040,author82040
82161,author82161
82229,author82229
82296,author82296
82407,author82407
82507,author82507
82616,author82616
82648,author82648
82663,author82663
82737,author82737
82772,author82772
82905,author82905
82908,author82908
82924,author82924
82994,author82994
83077,author83077
83093,author83093
83314,author83314
83642,author83642
83816,author83816
84038,author84038
84272,author84272
84657,author84657
85018,author85018
85322,author85322
85414,author85414
85528,author85528
85662,author85662
85713,author85713
85714,author85714
85776,author85776
85873,author85873
86041,author86041
86072,author86072
86318,author86318
86520,author86520
86604,author86604
86627,author86627
86855,author86855
87023,author87023
87144,author87144
87236,author87236
87478,author87478
87557,author87557
87563,author87563
87646,author87646
87819,author87819
88099,author88099
88169,author88169
88378,author88378
88717,author88717
88733,author88733
89831,author89831
90086,author90086
90105,author90105
90295,author90295
90324,author90324
90355,author90355
90633,author90633
90767,author90767
90799,author90799
90838,author90838
91214,author91214
91283,author91283
91392,author91392
91453,author91453
91584,author91584
91655,author91655
91724,author91724
91970,author91970
92264,author92264
92295,author92295
92335,author92335
92385,author92385
92486,author92486
92641,author92641
92699,author92699
92796,author92796
92816,author92816
92886,author92886
93006,author93006
93055,author93055
93095,author93095
93444,author93444
93911,author93911
93951,author93951
93997,author93997
94031,author94031
94168,author94168
94243,author94243
94272,author94272
94575,author94575
94655,author94655
94756,author94756
94769,author94769
94996,author94996
95044,author95044
95098,author95098
95214,author95214
95217,author95217
95241,author95241
95312,author95312
95499,author95499
95535,author95535
95559,author95559
95567,author95567
95743,author95743
95934,author95934
96177,author96177
96436,author96436
97073,author97073
97579,author97579
97775,author97775
97780,author97780
97871,author97871
97895,author97895
98016,author98016
98063,author98063
98212,author98212
98467,author98467
98722,author98722
98761,author98761
98812,author98812
98828,author98828
98861,author98861
98867,author98867
98919,author98919
99221,author99221
99323,author99323
99624,author99624
99979,author99979
100026,author100026
100147,author100147
100185,author100185
100246,author100246
100788,author100788
100811,author100811
100856,author100856
101034,author101034
101275,author101275
101376,author101376
101432,author101432
101732,author101732
101823,author101823
101919,author101919
102289,author102289
102519,author102519
102615,author102615
102833,author102833
102937,author102937
103628,author103628
103784,author103784
103809,author103809
103876,author103876
104082,author104082
104144,author104144
104295,author104295
104472,author104472
104600,author104600
104827,author104827
105262,author105262
105440,author105440
105601,author105601
105692,author105692
105816,author105816
105963,author105963
105988,author105988
106105,author106105
106501,author106501
106624,author106624
106635,author106635
106797,author106797
107135,author107135
107140,author107140
107504,author107504
107583,author107583
107651,author107651
107890,author107890
108231,author108231
108291,author108291
108488,author108488
108681,author108681
108807,author108807
108892,author108892
108954,author108954
109110,author109110
109353,author109353
109547,author109547
109608,author109608
109631,author109631
109855,author109855
109983,author109983
110034,author110034
110135,author110135
110210,author110210
110402,author110402
110445,author110445
110654,author110654
110875,author110875
110905,author110905
111075,author111075
111119,author111119
111163,author111163
111263,author111263
111291,author111291
111336,author111336
111347,author111347
111520,author111520
111678,author111678
111739,author111739
112411,author112411
112429,author112429
112489,author112489
112818,author112818
112864,author112864
112880,author112880
113509,author113509
113535,author113535
113894,author113894
113941,author113941
113997,author113997
114243,author114243
114287,author114287
114317,author114317
114522,author114522
114606,author114606
114882,author114882
114974,author114974
115053,author115053
115054,author115054
115065,author115065
115108,author115108
115302,author115302
115364,author115364
115506,author115506
115525,author115525
115621,author115621
115658,author115658
115758,author115758
115805,author115805
116137,author116137
116371,author116371
116401,author116401
116429,author116429
116643,author116643
116900,author116900
117042,author117042
117073,author117073
117074,author117074
117333,author117333
117501,author117501
117781,author117781
117974,author117974
118007,author118007
118163,author118163
118268,author118268
118684,author118684
118840,author118840
119353,author119353
119422,author119422
119466,author119466
119481,author119481
119549,author119549
119552,author119552
120108,author120108
120121,author120121
120448,author120448
120471,author120471
120566,author120566
120849,author120849
120976,author120976
121023,author121023
121178,author121178
121354,author121354
121457,author121457
121581,author121581
121690,author121690
121840,author121840
121852,author121852
121985,author121985
121992,author121992
122001,author122001
122175,author122175
122235,author122235
122878,author122878
123865,author123865
123871,author123871
123897,author123897
123926,author123926
123955,author123955
124030,author124030
124196,author124196
124237,author124237
124249,author124249
124268,author124268
124404,author124404
124416,author124416
124546,author124546
124614,author124614
124799,author124799
124864,author124864
124945,author124945
125266,author125266
125325,author125325
125356,author125356
125388,author125388
125416,author125416
125458,author125458
125524,author125524
125579,author125579
125636,author125636
125640,author125640
125677,author125677
125766,author125766
125773,author125773
125808,author125808
126032,author126032
126037,author126037
126104,author126104
126106,author126106
126377,author126377
126418,author126418
126435,author126435
126440,author126440
126602,author126602
126703,author126703
127113,author127113
127600,author127600
127971,author127971
128447,author128447
128470,author128470
128473,author128473
128541,author128541
128646,author128646
128693,author128693
128698,author128698
128723,author128723
129008,author129008
129041,author129041
129177,author129177
129201,author129201
129255,author129255
129333,author129333
129422,author129422
129652,author129652
129727,author129727
129958,author129958
130133,author130133
130219,author130219
130447,author130447
130513,author130513
130531,author130531
130663,author130663
130886,author130886
131021,author131021
131057,author131057
131126,author131126
131349,author131349
131500,author131500
131674,author131674
131807,author131807
132010,author132010
132353,author132353
132407,author132407
132764,author132764
133174,author133174
133423,author133423
133845,author133845
133853,author133853
134011,author134011
134127,author134127
134240,author134240
134289,author134289
134624,author134624
134663,author134663
134875,author134875
134962,author134962
135271,author135271
135278,author135278
135377,author135377
135470,author135470
135547,author135547
135566,author135566
135887,author135887
136004,author136004
136147,author136147
136511,author136511
136696,author136696
136788,author136788
136813,author136813
136828,author136828
136997,author136997
137050,author137050
137081,author137081
137302,author137302
137428,author137428
137481,author137481
137619,author137619
137815,author137815
137838,author137838
137854,author137854
137911,author137911
138016,author138016
138162,author138162
138265,author138265
138429,author138429
138435,author138435
138449,author138449
138583,author138583
138686,author138686
138795,author138795
138799,author138799
138861,author138861
139051,author139051
139381,author139381
139487,author139487
139513,author139513
139541,author139541
139706,author139706
139731,author139731
139962,author139962
139977,author139977
139991,author139991
140100,author140100
140132,author140132
140190,author140190
140331,author140331
140655,author140655
140806,author140806
140992,author140992
141012,author141012
141139,author141139
141277,author141277
141284,author141284
141347,author141347
141569,author141569
141590,author141590
141610,author141610
141654,author141654
141670,author141670
141688,author141688
141898,author141898
142200,author142200
142361,author142361
142367,author142367
142386,author142386
142463,author142463
142464,author142464
142465,author142465
142559,author142559
142583,author142583
142613,author142613
142629,author142629
142789,author142789
143282,author143282
143308,author143308
143721,author143721
143811,author143811
143917,author143917
143946,author143946
144204,author144204
144671,author144671
144893,author144893
144897,author144897
145130,author145130
145219,author145219
145338,author145338
145397,author145397
145448,author145448
145451,author145451
145489,author145489
145580,author145580
145599,author145599
145673,author145673
145731,author145731
145797,author145797
145960,author145960
146047,author146047
146120,author146120
146310,author146310
146486,author146486
146552,author146552
146742,author146742
146783,author146783
147095,author147095
147135,author147135
147334,author147334
147430,author147430
148068,author148068
148226,author148226
148361,author148361
148618,author148618
148715,author148715
148753,author148753
148942,author148942
149002,author149002
149075,author149075
149174,author149174
149242,author149242
149363,author149363
149415,author149415
149432,author149432
150497,author150497
151325,author151325
151418,author151418
151638,author151638
151679,author151679
151991,author151991
152021,author152021
152178,author152178
152313,author152313
152393,author152393
152855,author152855
152991,author152991
152995,author152995
153063,author153063
153067,author153067
153188,author153188
153253,author153253
153878,author153878
153918,author153918
153919,author153919
153982,author153982
154588,author154588
154809,author154809
155091,author155091
155311,author155311
155587,author155587
155595,author155595
155675,author155675
155886,author155886
156027,author156027
156034,author156034
156653,author156653
156691,author156691
156783,author156783
156842,author156842
156891,author156891
156951,author156951
157102,author157102
157136,author157136
157167,author157167
157248,author157248
157258,author157258
157306,author157306
157425,author157425
157435,author157435
157760,author157760
157785,author157785
158008,author158008
158086,author158086
158131,author158131
158328,author158328
158375,author158375
158446,author158446
158600,author158600
158813,author158813
158966,author158966
159084,author159084
159559,author159559
159645,author159645
160114,author160114
160157,author160157
160331,author160331
160555,author160555
160974,author160974
161265,author161265
161717,author161717
161825,author161825
161953,author161953
162086,author162086
162158,author162158
162725,author162725
162759,author162759
162775,author162775
162826,author162826
162833,author162833
162888,author162888
162954,author162954
163112,author163112
163120,author163120
163148,author163148
163241,author163241
163350,author163350
163601,author163601
163687,author163687
163986,author163986
164182,author164182
164293,author164293
164368,author164368
164493,author164493
164610,author164610
164913,author164913
165007,author165007
165082,author165082
165091,author165091
165169,author165169
165217,author165217
165263,author165263
165308,author165308
165841,author165841
165845,author165845
165855,author165855
165933,author165933
166144,author166144
166164,author166164
166185,author166185
166294,author166294
166632,author166632
166711,author166711
167003,author167003
167046,author167046
167225,author167225
167242,author167242
167277,author167277
167326,author167326
167527,author167527
167534,author167534
167659,author167659
168069,author168069
168087,author168087
168423,author168423
168451,author168451
168462,author168462
168556,author168556
168612,author168612
168922,author168922
169017,author169017
169122,author169122
169166,author169166
169169,author169169
169302,author169302
169341,author169341
169357,author169357
169430,author169430
169484,author169484
169712,author169712
169774,author169774
169850,author169850
169969,author169969
170100,author170100
170220,author170220
170275,author170275
170359,author170359
170628,author170628
170853,author170853
170883,author170883
170972,author170972
171063,author171063
171084,author171084
171321,author171321
171328,author171328
171345,author171345
171423,author171423
171683,author171683
171854,author171854
171904,author171904
171920,author171920
172114,author172114
172169,author172169
172369,author172369
172410,author172410
172489,author172489
172861,author172861
173105,author173105
173306,author173306
173314,author173314
173579,author173579
173674,author173674
173783,author173783
173838,author173838
173880,author173880
174096,author174096
174121,author174121
174547,author174547
174559,author174559
174706,author174706
174711,author174711
174722,author174722
174740,author174740
174812,author174812
174941,author174941
174991,author174991
175124,author175124
175405,author175405
175481,author175481
175492,author175492
175574,author175574
175727,author175727
175803,author175803
175824,author175824
175985,author175985
176160,author176160
176398,author176398
176481,author176481
176574,author176574
176591,author176591
176615,author176615
176706,author176706
176949,author176949
177085,author177085
177135,author177135
177155,author177155
177219,author177219
177392,author177392
177435,author177435
177443,author177443
177753,author177753
177933,author177933
178010,author178010
178017,author178017
178116,author178116
178220,author178220
178427,author178427
178452,author178452
178504,author178504
178682,author178682
178738,author178738
178742,author178742
179133,author179133
179232,author179232
179244,author179244
179256,author179256
179270,author179270
179368,author179368
179456,author179456
179642,author179642
179827,author179827
179880,author179880
180087,author180087
180090,author180090
180406,author180406
180780,author180780
180789,author180789
180898,author180898
180904,author180904
180946,author180946
180952,author180952
180956,author180956
181037,author181037
181231,author181231
181716,author181716
181781,author181781
181792,author181792
181879,author181879
182010,author182010
182304,author182304
182312,author182312
182628,author182628
182809,author182809
183086,author183086
183098,author183098
183533,author183533
183648,author183648
183684,author183684
183968,author183968
184081,author184081
184400,author184400
184723,author184723
184868,author184868
184890,author184890
184905,author184905
184986,author184986
185113,author185113
185139,author185139
185142,author185142
185285,author185285
185442,author185442
185446,author185446
185590,author185590
185684,author185684
185721,author185721
185926,author185926
185991,author185991
186070,author186070
186071,author186071
186371,author186371
186379,author186379
186487,author186487
186548,author186548
186575,author186575
186674,author186674
186802,author186802
186855,author186855
186979,author186979
186981,author186981
187103,author187103
187128,author187128
187205,author187205
187281,author187281
187349,author187349
187373,author187373
187442,author187442
187507,author187507
187619,author187619
187705,author187705
187777,author187777
187927,author187927
187955,author187955
187987,author187987
188080,author188080
188119,author188119
188204,author188204
188215,author188215
188415,author188415
188744,author188744
188792,author188792
188918,author188918
189160,author189160
189198,author189198
189280,author189280
189393,author189393
189475,author189475
189500,author189500
189579,author189579
189616,author189616
189674,author189674
189800,author189800
190112,author190112
190230,author190230
190421,author190421
190441,author190441
190628,author190628
190688,author190688
190696,author190696
190698,author190698
190857,author190857
191050,author191050
191533,author191533
191534,author191534
191990,author191990
192101,author192101
192264,author192264
192581,author192581
192809,author192809
192849,author192849
192852,author192852
192880,author192880
192951,author192951
192972,author192972
192974,author192974
193014,author193014
193103,author193103
193710,author193710
193789,author193789
193912,author193912
194207,author194207
194232,author194232
194611,author194611
194702,author194702
194829,author194829
194953,author194953
194993,author194993
195076,author195076
195175,author195175
195423,author195423
195589,author195589
195694,author195694
195750,author195750
195879,author195879
196038,author196038
196065,author196065
196080,author196080
196111,author196111
196296,author196296
196322,author196322
196341,author196341
196369,author196369
196388,author196388
196592,author196592
197023,author197023
197244,author197244
197411,author197411
197746,author197746
198129,author198129
198154,author198154
198393,author198393
198601,author198601
198709,author198709
198940,author198940
199020,author199020
199198,author199198
199213,author199213
199657,author199657
199708,author199708
199792,author199792
199839,author199839
199848,author199848
199953,author199953
200115,author200115
200655,author200655
200728,author200728
200862,author200862
200930,author200930
200974,author200974
201064,author201064
201584,author201584
201614,author201614
201762,author201762
201972,author201972
202640,author202640
202661,author202661
202865,author202865
203111,author203111
203325,author203325
203607,author203607
203674,author203674
203717,author203717
203741,author203741
203823,author203823
204024,author204024
204116,author204116
204118,author204118
204124,author204124
204153,author204153
204628,author204628
204705,author204705
204735,author204735
205100,author205100
205428,author205428
205555,author205555
205750,author205750
205983,author205983
206101,author206101
206168,author206168
206191,author206191
206354,author206354
206377,author206377
206442,author206442
206722,author206722
206747,author206747
206861,author206861
207157,author207157
207176,author207176
207375,author207375
207472,author207472
207478,author207478
207907,author207907
208455,author208455
208753,author208753
208755,author208755
208902,author208902
209067,author209067
209154,author209154
209232,author209232
209255,author209255
209318,author209318
209447,author209447
209603,author209603
209613,author209613
209718,author209718
209743,author209743
209747,author209747
209831,author209831
209920,author209920
209942,author209942
209983,author209983
210188,author210188
210406,author210406
211184,author211184
211457,author211457
211577,author211577
211679,author211679
211682,author211682
212021,author212021
212145,author212145
212359,author212359
212379,author212379
212497,author212497
212758,author212758
212801,author212801
212874,author212874
213003,author213003
213139,author213139
213141,author213141
213443,author213443
213699,author213699
213705,author213705
213909,author213909
214008,author214008
214116,author214116
214225,author214225
214785,author214785
214855,author214855
214911,author214911
214991,author214991
215000,author215000
215014,author215014
215062,author215062
215260,author215260
215350,author215350
215499,author215499
215641,author215641
215664,author215664
215765,author215765
215781,author215781
215898,author215898
215956,author215956
216320,author216320
216321,author216321
217226,author217226
217369,author217369
217482,author217482
217867,author217867
217898,author217898
218516,author218516
218535,author218535
218859,author218859
219167,author219167
219291,author219291
219352,author219352
219618,author219618
219733,author219733
219942,author219942
220023,author220023
220153,author220153
220234,author220234
220348,author220348
220403,author220403
220582,author220582
221044,author221044
221351,author221351
221617,author221617
221657,author221657
221855,author221855
221978,author221978
222055,author222055
222076,author222076
222096,author222096
222139,author222139
222433,author222433
222478,author222478
222564,author222564
222696,author222696
222836,author222836
222970,author222970
223169,author223169
223426,author223426
223441,author223441
223651,author223651
223854,author223854
223882,author223882
223896,author223896
223898,author223898
223926,author223926
223979,author223979
224013,author224013
224088,author224088
224170,author224170
224235,author224235
224367,author224367
224740,author224740
224930,author224930
225054,author225054
225179,author225179
225372,author225372
225573,author225573
225605,author225605
225722,author225722
225733,author225733
225752,author225752
225896,author225896
225903,author225903
226066,author226066
226134,author226134
226288,author226288
226294,author226294
226362,author226362
226372,author226372
226462,author226462
226596,author226596
226863,author226863
226867,author226867
226989,author226989
227024,author227024
227039,author227039
227108,author227108
227130,author227130
227456,author227456
227496,author227496
227607,author227607
227652,author227652
227978,author227978
228037,author228037
228156,author228156
228241,author228241
228458,author228458
228978,author228978
229052,author229052
229187,author229187
229283,author229283
229448,author229448
229467,author229467
229524,author229524
229605,author229605
229619,author229619
229753,author229753
229850,author229850
230020,author230020
230102,author230102
230258,author230258
230460,author230460
230557,author230557
230579,author230579
230714,author230714
230771,author230771
230860,author230860
231014,author231014
231160,author231160
231198,author231198
231495,author231495
231507,author231507
231661,author231661
231736,author231736
232037,author232037
232047,author232047
232190,author232190
232311,author232311
232402,author232402
232480,author232480
232532,author232532
232669,author232669
232823,author232823
232869,author232869
232886,author232886
232898,author232898
232933,author232933
233044,author233044
233194,author233194
233238,author233238
233319,author233319
233468,author233468
233495,author233495
233583,author233583
233588,author233588
233616,author233616
233775,author233775
233801,author233801
233829,author233829
233839,author233839
233920,author233920
234003,author234003
234027,author234027
234062,author234062
234222,author234222
234244,author234244
234500,author234500
234771,author234771
235074,author235074
235198,author235198
235355,author235355
235751,author235751
236470,author236470
236556,author236556
236606,author236606
236733,author236733
236750,author236750
236959,author236959
237154,author237154
237201,author237201
237533,author237533
237624,author237624
237655,author237655
238113,author238113
238201,author238201
238390,author238390
239028,author239028
239694,author239694
239706,author239706
239758,author239758
240449,author240449
240552,author240552
240668,author240668
240692,author240692
240832,author240832
241130,author241130
241140,author241140
241241,author241241
241579,author241579
241696,author241696
241882,author241882
241948,author241948
241982,author241982
242006,author242006
242007,author242007
242167,author242167
242188,author242188
242205,author242205
242250,author242250
242484,author242484
242729,author242729
242779,author242779
242809,author242809
242818,author242818
242846,author242846
242989,author242989
244082,author244082
244264,author244264
244365,author244365
244815,author244815
244897,author244897
